SMILE	ID	Function
CCOP(=S)(OCC)OC1=CC=C(Cl)C=C1Cl	NCGC00255058-01	0
CC(OC(C)=O)OC(=O)C(C)C1=CC=C(C(F)=C1)C2=CC=CC=C2	NCGC00182710-01	0
CN(C)C1=CC=C(C=C1)C(C2=CC=CC=C2)C3=CC=C(C=C3)N(C)C	NCGC00255258-01	0
CC(C)(C)C1=C(O)C=CC=C1	NCGC00259590-01	0
CC1=C(C(=O)NC2=CC=CC=C2)S(=O)(=O)CCO1	NCGC00255599-01	0
ClC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl	NCGC00260540-01	0
O=C(OCC1=CC=CC=C1)C2=CN=CC=C2	NCGC00166105-01	0
COC1=CC(=O)O[C@H](C1)\C=C\C2=CC=CC=C2	NCGC00258461-01	0
BrCBr	NCGC00257964-01	0
[O-][N+](=O)C1=CC=C2C(=O)OC(=O)C2=C1	NCGC00257882-01	0
CN(C)C(C)(C)CO	NCGC00256211-01	0
NC(=N)NN=C(C=CC1=CC=C(O1)[N+]([O-])=O)C=CC2=CC=C(O2)[N+]([O-])=O	NCGC00181330-01	0
CN1CCC(CC1)=C2C3=C(C=CC=C3)C=CC4=C2C=CC=C4	NCGC00015252-08	0
ClC1=CC=C(CCC(CN2C=NC=N2)(C#N)C3=CC=CC=C3)C=C1	NCGC00254699-01	0
CC(C)=CCCC(C)=CC=O	NCGC00254026-01	0
CN(C)CCC#N	NCGC00258916-01	0
OCCCO	NCGC00254655-01	0
CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N3CCNCC3	NCGC00016916-09	0
OC1=C(Cl)C=C(Cl)C(Cl)=C1	NCGC00259095-01	0
[O-][N+](=O)C1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1	NCGC00159358-02	0
CN(C(=O)C1=C(O)C2=C(C=CC=C2)N(C)C1=O)C3=CC=CC=C3	NCGC00025172-01	0
[O-][N+](=O)C1=CC(=C(Cl)C(=C1Cl)[N+]([O-])=O)C(F)(F)F	NCGC00256855-01	0
CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1	NCGC00095181-01	0
CCCCCCCCCC(CC)C1=CC=C(C=C1)S(O)(=O)=O	NCGC00244580-01	0
O=C(C(=O)C1=CC=CC=C1)C2=CC=CC=C2	NCGC00255924-01	0
C=CC(=O)N1CCOCC1	NCGC00256280-01	0
CC(C(O)=O)C1=CC=C(\C=C2/CCCCC2=O)C=C1	NCGC00183010-01	0
CC(CC(C#N)(C1=CC=CC=C1)C2=CC=CC=C2)N(C)C	NCGC00247341-02	0
FC1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)N3C(=O)NC4=C3C=CC=C4	NCGC00016602-01	0
NCCOCCOCCN	NCGC00256153-01	0
COC1=C(O)C=CC(=C1)[C@H]2OC3=C(O[C@@H]2CO)C=CC(=C3)[C@H]4OC5=C(C(=O)[C@@H]4O)C(O)=CC(O)=C5	NCGC00258309-01	0
OC(=O)C1=CC2=C(NC=C2CCCCN3CCC(=CC3)C4=CC=CC=C4)C=C1	NCGC00092328-01	0
CC1=CC(=O)CC(C)(C)C1	NCGC00259861-01	0
NC1=CC=C(CC2=CC=C(N)C=C2)C=C1	NCGC00254163-01	0
S=C=S	NCGC00258720-01	0
O[Sn](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3	NCGC00254659-01	0
[H][C@@]12CC[C@H](OC(=O)CCC(C)C)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C	NCGC00181019-01	1
O=C1NOC2=C1CCNC2	NCGC00015982-05	0
CCCCC(CC)CO[N+]([O-])=O	NCGC00257327-01	0
COC1=CC(C)=CC=C1C(C)C	NCGC00256877-01	0
OS(O)(=O)=O	NCGC00258037-01	0
[H][C@]12SC([C@H]3CCCO3)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O	NCGC00164546-01	0
CCO[Si](CCC#N)(OCC)OCC	NCGC00257154-01	0
[H][C@@]12C[C@H](C)[C@](O)(C(=O)COP([O-])([O-])=O)[C@@]1(C)C[C@H](O)[C@@]3(F)[C@@]2([H])CCC4=CC(=O)C=C[C@]34C	NCGC00256717-01	1
CC(C(O)=O)C1=CC=C(C(F)=C1)C2=CC=CC=C2	NCGC00016654-01	0
CN1C=NC2=C1NC(N)=NC2=O	NCGC00260474-01	0
CC(=C)C1CC=C(C)C(=O)C1	NCGC00256915-01	0
OC1=C(F)C=CC=C1	NCGC00260461-01	0
CCCCN(CCCC)C(=O)N(CCCC)CCCC	NCGC00255752-01	0
OS(=O)(=O)CCCN1CCOCC1	NCGC00255922-01	0
BrC(Br)Br	NCGC00257743-01	0
COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O	NCGC00160514-01	0
S=C1NC2=CC=CC=C2N1	NCGC00259377-01	1
CCC(C)(CC)C1=NOC(NC(=O)C2=C(OC)C=CC=C2OC)=C1	NCGC00254604-01	0
CC(C)=CCCC(C)(OC=O)C=C	NCGC00257272-01	0
[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(CCCCN4CCN(CC4)C5=NC=CC=N5)C2=O	NCGC00182990-01	0
CC(=C)C(=O)OCCOC(=O)C(C)=C	NCGC00257144-01	0
CN1CCN(CC1)C2=C(F)C=C3C(=O)C(=CN(C4=CC=C(F)C=C4)C3=C2)C(O)=O	NCGC00166308-01	1
CC(CCC#N)C#N	NCGC00259337-01	0
COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1	NCGC00016375-01	0
NP(N)(=O)NC(=O)C1=CC=C(F)C=C1	NCGC00024609-01	0
COC(C(O)=O)C1=CC=CC=C1	NCGC00255165-01	0
CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2	NCGC00016009-10	0
COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=CC(OC(F)F)=C3)=NC=C1	NCGC00095188-01	0
CCOP(=S)(OCC)SCCSCC	NCGC00259892-01	0
CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1	NCGC00015919-04	1
COC(=O)C=C	NCGC00258553-01	0
[H][C@]1(CCCN1C(=O)[C@H](CC2=CNC=N2)NC(=O)[C@@H]3CC(=O)N(C)C(=O)N3)C(N)=O	NCGC00181033-01	0
O=C1OC2=C(C=CC=C2)C=C1	NCGC00091502-01	0
ClC(Cl)(Cl)Cl	NCGC00257593-01	0
CC(=O)NC1=CC=C(C=C1)C(O)=O	NCGC00090820-01	0
CCOC(=O)CC1(C)OCC(C)O1	NCGC00256795-01	0
OB(O)O	NCGC00090745-02	0
ClC1=NC2=CC=CC=C2N=C1Cl	NCGC00257692-01	0
OCCCCO	NCGC00259794-01	0
CCCCC(CC)COP(=O)OCC(CC)CCCC	NCGC00256148-01	0
[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]3(Cl)[C@@]2([H])CCC4=CC(=O)C=C[C@]34C	NCGC00164402-01	1
CCCCCCCCCCCC[N+](C)(C)CCCS([O-])(=O)=O	NCGC00260353-01	0
C1=CC(=CC=N1)C2=CC=NC=C2	NCGC00254394-01	0
CC1=CC=CC(C)=C1NC(=O)CN(CC(O)=O)CC(O)=O	NCGC00164491-01	0
[H]P(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2	NCGC00254867-01	0
CC(=O)\C=C\C1=C(C)CCCC1(C)C	NCGC00256534-01	0
OC(=O)CC1=CC=C(CCNS(=O)(=O)C2=CC=C(Cl)C=C2)C=C1	NCGC00165787-02	0
O=C1NC=CC(=O)N1	NCGC00258576-01	0
NC#N	NCGC00164378-01	0
CC(COCC(C)OC(=O)C1=CC=CC=C1)OC(=O)C2=CC=CC=C2	NCGC00259829-01	0
CC[N+]3(CCOC(=O)C(O)(C1=CC=CC=C1)C2=CC=CC=C2)CCCCC3	NCGC00167509-01	1
CC(C)C1=C(OI)C=C(C)C(=C1)C2=CC(C(C)C)=C(OI)C=C2C	NCGC00159504-02	0
CCOP(=S)(CC)SC1=CC=CC=C1	NCGC00257563-01	0
[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]3([H])C4=C(CC[C@@]23[H])C=C(OC)C=C4	NCGC00093347-02	0
O=C\C=C\C1=CC=CC=C1	NCGC00259353-01	0
C=CC1=CC=C(C=C)C=C1	NCGC00260078-01	0
CC(C)OC1=C(O)C=CC=C1	NCGC00255087-01	0
OC1=C(Cl)C=C(Cl)C=C1	NCGC00253953-01	0
N[C@@H]1CONC1=O	NCGC00016306-01	0
CCN1CN(CC)CN(CC)C1	NCGC00255144-01	0
C=CCOC(=O)C1=CC=C(C(=O)OCC=C)C(=C1)C(=O)OCC=C	NCGC00256258-01	0
OC1=CC(C=C(C#N)C#N)=CC(O)=C1O	NCGC00016046-02	0
CC(O)C(O)=O	NCGC00260004-01	0
[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]3(F)[C@@]2([H])C[C@H](C)C4=CC(=O)C=C[C@]34C	NCGC00016442-01	1
FC(F)(F)C(Cl)Br	NCGC00258404-01	0
CCCCN(CCCC)CC(O)C1=C2C3=CC=C(Cl)C=C3\C(=C\C4=CC=C(Cl)C=C4)C2=CC(Cl)=C1	NCGC00167490-01	0
O=C1NC2=C(O1)C=CC=C2	NCGC00260481-01	0
CC(C)NCC(O)C1=CC=C(C=C1)[N+]([O-])=O	NCGC00160443-01	0
CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2	NCGC00015121-08	0
NC1=CC(=CC=C1)[N+]([O-])=O	NCGC00257940-01	0
FC(F)(F)C1=C(C=CC=C1)N2C=CN=C2	NCGC00016047-03	0
CCOCN1C(=C(C#N)C(Br)=C1C(F)(F)F)C2=CC=C(Cl)C=C2	NCGC00255354-01	0
CC(C)=C[C@H]1[C@H](C(=O)O[C@@H]2CC(=O)C(CC#C)=C2C)C1(C)C	NCGC00254552-01	0
CCS(=O)(=O)C(C)(C)S(=O)(=O)CC	NCGC00164515-01	0
CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C	NCGC00015801-02	0
CC(CCO)CCC=C(C)C	NCGC00259668-01	0
NC(=O)CC1=C2C=CC=CC2=CC=C1	NCGC00257603-01	0
[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O	NCGC00159388-02	0
CCOCCOCCO	NCGC00254003-01	0
CCC1=CC=CC(O)=C1	NCGC00256388-01	0
C=CCCCCCCC=C	NCGC00257591-01	0
CC1=C(N)C=C(N)C=C1	NCGC00258962-01	0
OCNC(=O)NCO	NCGC00254620-01	0
ClC(Cl)C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2	NCGC00258848-01	0
CCCC(C)CC	NCGC00260396-01	0
CCOC1=CC(=CC(OCC)=C1OCC)C2=NC=CC3=C2C=C(OC)C(OC)=C3	NCGC00160538-01	0
NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC2=CN=CN2)NC(=O)[C@@H]3CCC(=O)N3	NCGC00160616-01	0
BrC1=CC(Br)=C(OC2=C(Br)C=C(Br)C(Br)=C2)C=C1	NCGC00258695-01	0
COC(=O)NC1=NC2=C(N1)C=CC(=C2)S(=O)C3=CC=CC=C3	NCGC00095157-04	0
[H][C@@]1([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H](CC)NC1=O)C(C)C	NCGC00016890-01	0
CC1=CCC2C(C1)C2(C)C	NCGC00256842-01	0
CCCCCCCCCCCCOC(=O)C(C)=C	NCGC00257059-01	0
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]3([H])C4=C(CC[C@@]23[H])C=C(O)C=C4	NCGC00015423-03	1
CC1=CC(C)=CC(C)=C1	NCGC00254430-01	0
NC(=O)OCCCC1=CC=CC=C1	NCGC00164589-01	0
OC(=O)C1=CC=C(Cl)C=C1	NCGC00090858-02	0
O=CNNC=O	NCGC00257687-01	0
CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3	NCGC00016799-01	0
CC(=O)OC1=CC=C(C=C)C=C1	NCGC00256056-01	0
CCOP(O)OCC	NCGC00255435-01	0
CN(C)C(=O)NC1(CCN(CCC[C@]2(CCCN(C2)C(=O)C3=CC=CC=C3)C4=CC(Cl)=C(Cl)C=C4)CC1)C5=CC=CC=C5	NCGC00254193-01	0
CC(CCO)CCC1=CC=CC=C1	NCGC00256092-01	0
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@H]1Cl	NCGC00258230-01	0
COC(=O)CS	NCGC00258682-01	0
COC1=C(N)C=C2OC3=C(C=CC=C3)C2=C1	NCGC00257816-01	0
CC(C)(C)C(=O)C(O)=O	NCGC00255112-01	0
CCOC(=O)C1=C(C=CC=C1)C(C2=CC(Br)=C(O)C(Br)=C2)=C3C=C(Br)C(=O)C(Br)=C3	NCGC00255775-01	0
OC(=O)CCCCCCCC(O)=O	NCGC00014993-07	0
CC(C)CC(C)CC(O)CC(C)C	NCGC00259983-01	0
OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(C(=O)NC2=O)C(F)(F)F	NCGC00166323-01	0
CCOCCOCC	NCGC00258210-01	0
[H][C@@]12C=C[C@H](OC(C)=O)[C@@H]3OC4=C(OC(C)=O)C=CC5=C4[C@]13CCN(C)[C@@H]2C5	NCGC00168253-01	0
CS(=O)(=O)OCC(O)C(O)COS(C)(=O)=O	NCGC00181153-01	0
CCCOCCO	NCGC00259543-01	0
COC1=CC2=C(C=C1OC)C3CC(=O)C(CC(C)C)CN3CC2	NCGC00160421-01	0
CC(S)C(C)S	NCGC00256199-01	0
CC(C(O)=O)C1=CC2=C(OC3=NC=CC=C3C2)C=C1	NCGC00167980-01	0
OC(=O)[C@H](OC(=O)C1=CC=CC=C1)[C@@H](OC(=O)C2=CC=CC=C2)C(O)=O	NCGC00258772-01	0
[H][C@@]12COC3=C(C=C(OC)C(OC)=C3)[C@]1([H])C(=O)C4=C(O2)C5=C(O[C@H](C5)C(C)=C)C=C4	NCGC00254603-01	0
COC(=O)\C=C(/C)OP(=O)(OC)OC	NCGC00255051-01	0
CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C2=C(CCCC)OC3=CC=C(NS(C)(=O)=O)C=C23	NCGC00188863-01	0
CC\C=C/CCOC(=O)CC	NCGC00256830-01	0
COC(C)(C)CCCC(C)CC=O	NCGC00255437-01	0
S=C1NC=CC=N1	NCGC00260351-01	0
CC1=CC(N)=CC(C)=C1	NCGC00257786-01	0
ClC1=CC=CC(Cl)=C1N2C(=O)CC3=C2C=CC=C3	NCGC00256032-01	0
COC1=CC=C(CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(F)C=C5)C=C1	NCGC00257649-01	0
CC(C)(CO)C(O)C(=O)NCCCO	NCGC00256864-01	0
CNS(=O)(=O)C1=C(F)C=C(Cl)C(=C1)C(=O)N2CCC(CCN3C4CCC3CC(C4)N5C(C)=NC6=C5C=CC=C6)(CC2)C7=CC(F)=CC=C7	NCGC00254069-01	0
CC1CCC23CCC(=O)C2C1(C)C(CC(C)(C=C)C(O)C3C)OC(=O)CO	NCGC00182969-01	0
CC1(OC(=CC1=O)C(O)=O)C2=CC=CC=C2	NCGC00025283-01	0
CC1CC2=C(CC1(C)C(C)=O)C(C)(C)CCC2	NCGC00257507-01	0
CC(=O)N[C@@H](C=O)[C@H](O)[C@H](O)[C@@H](O)CO	NCGC00159338-02	0
CCOC1=CC(OCC)=C(C=C1OCC)C(C)=O	NCGC00258594-01	0
CC(C)C1=CC=C(C=O)C=C1	NCGC00257518-01	0
NC[C@H](O)C1=CC=C(O)C(O)=C1	NCGC00255328-01	0
[H][C@]1(CC2=CC3=CC(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@@H](OC)[C@@H](C)O5)[C@@H](OC(O)=O)[C@@H](C)O4)=C(C)C(O)=C3C(O)=C2C(=O)[C@H]1O[C@H]6C[C@@H](O[C@H]7C[C@@H](O[C@H]8C[C@](C)(O)[C@@H](OC(C)=O)[C@H](C)O8)[C@H](O)[C@@H](C)O7)[C@H](O)[C@@H](C)O6)[C@H](OC)C(=O)[C@@H](O)[C@@H](C)O	NCGC00163697-01	0
CCO[Si](OCC)(OCC)C1=CC=CC=C1	NCGC00255717-01	0
O1C=CC=C1	NCGC00258474-01	0
[O-][N+](=O)C1=CC=C(Cl)C(Cl)=C1	NCGC00254103-01	0
CC(\C=C\C=C(C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C	NCGC00167965-01	0
C=CC(=O)OCC1CCCO1	NCGC00256227-01	0
NC1=NC(=O)N(C=C1)[C@H]2CC[C@@H](CO)O2	NCGC00090705-08	0
COC(=O)C(C)O	NCGC00258001-01	0
CCC(C)S	NCGC00254987-01	0
FC(F)(F)C1=CC=CC(Cl)=C1	NCGC00257939-01	0
[H][C@@]12C[C@@H](C)[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]3([H])[C@@]2([H])C[C@H](F)C4=CC(=O)C=C[C@]34C	NCGC00185748-01	1
CCCCNC(=O)OCC#CI	NCGC00259413-01	0
C[N+]1([O-])CCOCC1	NCGC00258033-01	0
COC1=CN=C(OC)N2N=C(NS(=O)(=O)C3=C(C=CC=C3OCC(F)F)C(F)(F)F)N=C12	NCGC00254912-01	0
C=O	NCGC00255116-01	0
CCN(CC1=C(Cl)C=CC=C1F)C2=C(C=C(C=C2[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O	NCGC00254857-01	0
CC(C)CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCC(C)C	NCGC00258299-01	0
CCCCOCCOC(=O)CCCCCCCCC(=O)OCCOCCCC	NCGC00256262-01	0
CC1=CNC2=C1C=CC=C2	NCGC00167540-01	0
OC1=CC=C(C=C1)C(=O)C2=CC=C(O)C=C2O	NCGC00259859-01	1
CCCC[Sn](Cl)(Cl)CCCC	NCGC00259224-01	0
CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC	NCGC00256002-01	0
C1=CC=C(C=C1)C2=CC=CC=C2	NCGC00259657-01	0
COC(=O)CC(C(C)=O)C(=O)OC	NCGC00254875-01	0
COC(=O)C1CCC(CC1)C(=O)OC	NCGC00257190-01	0
CC(C)=CCOC(=O)C1=CC=CC=C1	NCGC00256676-01	0
CN(CC1=CN=C(Cl)C=C1)C(C)=NC#N	NCGC00254948-01	0
CN(CCO)CCO	NCGC00258751-01	0
CC(=O)C=CC1=CC=CC=C1	NCGC00257166-01	0
CN(CC1=CC=C(C=C1)C(C)(C)C)CC2=CC=CC3=C2C=CC=C3	NCGC00159511-02	0
CCOC(=O)C1=C(O)C=CC=C1	NCGC00181161-01	0
OCC#CCO	NCGC00256535-01	0
CC(=C)[C@@H]1CCC(C)=CC1	NCGC00257954-01	0
OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=N1	NCGC00163927-04	0
[H][C@@]12CC=C3[C@@]4(C[C@]14CCC(O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)C2(C)C)CC[C@]6(C)C7C(C[C@@]36C)OC8(C[C@H]7C)OC(O)C9(C)OC89	NCGC00258483-01	0
CC1=C(C=O)C(C)(C)CC=C1	NCGC00260271-01	0
COC1=CC=C(C=C1OC)S(=O)(=O)N2[C@H](C(=O)N3CCC[C@@H]3C(N)=O)[C@@](O)(C4=C2C=CC(Cl)=C4)C5=CC=CC=C5Cl	NCGC00092366-02	0
NC1=C(C=C(C(=C1)C(Cl)=C(Cl)Cl)S(N)(=O)=O)S(N)(=O)=O	NCGC00016893-01	0
NC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl	NCGC00163906-02	0
CCN(CC)CCNC1=CC=C(CO)C2=C1C(=O)C3=CC=CC=C3S2	NCGC00016622-02	0
CC(=C)C#N	NCGC00256956-01	0
C(C1=CC=CC=C1)C2=CC=CC=C2	NCGC00255045-01	0
OC[C@H](O)[C@H]1OC(=O)C(O)=C1O	NCGC00016224-02	0
CCCCCCCCBr	NCGC00255306-01	0
C[Si](C)(CCCN)O[Si](C)(C)CCCN	NCGC00256925-01	0
ClCC(Cl)Cl	NCGC00260014-01	0
N#CCN(CCN(CC#N)CC#N)CC#N	NCGC00255138-01	0
O=CO[Al](OC=O)OC=O	NCGC00256141-01	0
FC1=CC=CC(F)=C1C(=O)NC(=O)NC2=CC=C(Cl)C=C2	NCGC00257143-01	0
OOC1CCOP(=O)(N1)N(CCCl)CCCl	NCGC00249609-01	0
BrCCCBr	NCGC00260264-01	0
CC(C)N(C)C	NCGC00258346-01	0
COC1=C(NC2=NC3=C(C=N2)N(C)C(=O)C(F)(F)CN3C4CCCC4)C=CC(=C1)C(=O)NC5CCN(C)CC5	NCGC00257406-01	0
NC(=O)C1=CC=CC=C1[N+]([O-])=O	NCGC00258359-01	0
[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]3([H])[C@@]4([H])CCC(=O)C=C4CC[C@@]23[H]	NCGC00168777-01	1
C1C2OC2C3C4CC(C5OC45)C13	NCGC00258049-01	0
[H][C@]1(C[C@@H](C)C[C@H](C)C1=O)[C@H](O)CC2CC(=O)NC(=O)C2	NCGC00024910-01	0
CN1C2=C(N(CCOC(=O)C(C)(C)OC3=CC=C(Cl)C=C3)C=N2)C(=O)N(C)C1=O	NCGC00160455-01	0
CN1C(=O)C2=C(C=C(C=C2)[N+]([O-])=O)C1=O	NCGC00257750-01	0
OC1=C(Br)C2=C(C=C1Br)C3(OC(=O)C4=C3C(Cl)=C(Cl)C(Cl)=C4Cl)C5=C(O2)C(Br)=C(O)C(Br)=C5	NCGC00259714-01	0
FC1=CC=C(OCCCN2CCC3(CC2)N(CNC3=O)C4=CC=CC=C4)C=C1	NCGC00024633-02	0
CC=C1CC2CC1C=C2	NCGC00257062-01	0
CC1=NC=CN1	NCGC00258868-01	0
COC1=CC=C(C(=O)C2=CC=C(C)C=C2)C(O)=C1	NCGC00160579-01	0
CCCCC(CC)COC(=O)C=C	NCGC00256960-01	0
OCCOCCN1CCN(CC1)C2=NC3=C(SC4=C2C=CC=C4)C=CC=C3	NCGC00095911-03	0
CC(C)(C)OOC(C)(C)C	NCGC00259012-01	0
COC(=O)\C=C\C=C(C)\C=C\C=C(C)\C=C/C=C(C)/C=C\C=C(C)/C=C\C(O)=O	NCGC00257045-01	0
NC1=CC=CC=C1NC2=CC=CC=C2	NCGC00260388-01	0
FC1=CC=C(CC2CCN(CCS(=O)C3=CC=C4NC(=O)OC4=C3)CC2)C=C1	NCGC00254479-01	0
ClC1=C2NC3=C4C(=O)C5=C(C=CC=C5)C(=O)C4=CC(Cl)=C3NC2=C6C(=O)C7=C(C=CC=C7)C(=O)C6=C1	NCGC00255878-01	0
[H][C@]12COS(=O)OC[C@@]1([H])[C@@]3(Cl)C(Cl)=C(Cl)[C@]2(Cl)C3(Cl)Cl	NCGC00255451-01	0
CCCC1=CC=C(OC)C=C1	NCGC00255067-01	0
OC(=O)C1=CC(O)=C(O)C=C1	NCGC00257721-01	0
CC1=CC=C(C)C(O)=C1C	NCGC00259823-01	0
CC(CN)CCCN	NCGC00255142-01	0
CC(=O)OC(C)(C)CCCC(=C)C=C	NCGC00256724-01	0
CC1=C(C)C(C(=O)NC2=CC=CC=C2)=C(C)O1	NCGC00255828-01	0
CNC(=O)CSP(=S)(OC)OC	NCGC00255059-01	0
O=C(CC1=CC=CC=C1)OCCC2=CC=CC=C2	NCGC00254597-01	0
ClC1=CC=C(C=N1)C(Cl)(Cl)Cl	NCGC00255192-01	0
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1	NCGC00259903-01	0
CC(C)(C(=O)C1=CN=CC=C1)C2=CN=CC=C2	NCGC00016242-01	0
CC1(C)[C@@H]2C[C@H]1C(=C)CC2	NCGC00255060-01	0
OCC1=C(Cl)C=C(Cl)C=C1	NCGC00181337-01	0
NC(=O)C1=CC=C(C=C1)[N+]([O-])=O	NCGC00257897-01	0
CC(Cl)C(C)Cl	NCGC00258221-01	0
CS(=O)(=O)NC(=O)CCC\C=C/C[C@@H]1[C@@H](\C=C\[C@H](O)COC2=CC=CC=C2)[C@H](O)CC1=O	NCGC00165899-01	0
NC1=CC=C(C=C1N)C2=CC(N)=C(N)C=C2	NCGC00255443-01	0
OC(=O)COC1=CC=C(Cl)C=C1	NCGC00254650-01	0
CCCCSP(=O)(SCCCC)SCCCC	NCGC00259483-01	0
CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N	NCGC00259230-01	1
[H][C@@]12[C@@H]3C[C@@H](C=C3)[C@]1([H])C(=O)NC2=O	NCGC00160680-01	0
COS(=O)(=O)C(F)(F)F	NCGC00260460-01	0
O1C=CC2=C1C=CC=C2	NCGC00091088-05	0
CC(=O)OCC(CCN1C=NC2=C1N=C(N)N=C2)COC(C)=O	NCGC00095133-01	0
CCCCOC(CC)OC(C)COC(O)CC	NCGC00255810-01	0
C=CCNCC=C	NCGC00259104-01	0
CCCC(C)C(O)CC	NCGC00254600-01	0
COC(=O)C1=C(Cl)C=CC=C1	NCGC00256193-01	0
CCCCC1C(=O)NC(=O)N(C2CCCCC2)C1=O	NCGC00181911-01	0
CC(C)(O)C1=NC2=NC=C(N2N=C1)C3=CC(=C(F)C=C3)C4=C(C=CC=C4F)C#N	NCGC00254012-01	0
CCCCC#N	NCGC00257836-01	0
CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+]([O-])=O	NCGC00015060-06	0
NC(=N)N[N+]([O-])=O	NCGC00258440-01	0
C1CCCCC1	NCGC00258639-01	0
[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]3([H])[C@@]2([H])C[C@H](C)C4=CC(=O)C=C[C@]34C	NCGC00159503-02	1
CCCCC[C@@H](O)C1[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)CC(O)C(O)C(O)\C(C)=C\C=C\C=C\C=C\C=C\[C@@H](O)C(C)OC1=O	NCGC00181135-02	0
NCCN1CCNC1=O	NCGC00256214-01	0
CCC1=CC=C(C=O)C=C1	NCGC00256075-01	0
OCCNC(=O)CN1C=CN=C1[N+]([O-])=O	NCGC00016767-02	0
COCC(O)=O	NCGC00259120-01	0
[H][C@@]12CCCC[C@@]1([H])N[Pt]3(N2)OC(=O)C(=O)O3	NCGC00168750-01	0
OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C2=CC(C(O)=O)=C(O)C=C2	NCGC00164634-01	0
CCCOC(=O)C1=CC=CC=C1	NCGC00256062-01	0
ClP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2	NCGC00256112-01	0
CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2	NCGC00015335-07	0
CN(N=O)C(N)=O	NCGC00256586-01	0
[O-][N+](=O)C1=CC=CC=C1CCl	NCGC00258375-01	0
CN(C)CCOCCN(C)CCO	NCGC00256113-01	0
CC(=C)C(=O)OCCO	NCGC00257969-01	0
